Lyft,DoorDash,Instacart,Grubhub,Fiverr,Upwork,side hustle,gig,Herbalife,Primerica,Tupperware,Avon,year,quarter,date
22.333333333333332,9.666666666666666,5.0,13.0,2.0,2.0,0.0,6.333333333333333,6.0,2.0,3.0,18.333333333333332,2018,2,2018-04-01
24.0,12.666666666666666,5.666666666666667,13.666666666666666,2.0,1.3333333333333333,0.0,6.666666666666667,5.666666666666667,2.0,3.0,18.666666666666668,2018,3,2018-07-01
22.333333333333332,16.0,6.0,16.666666666666668,2.0,1.3333333333333333,0.0,6.0,4.333333333333333,1.6666666666666667,3.0,16.0,2018,4,2018-10-01
25.333333333333332,24.0,7.333333333333333,19.666666666666668,2.0,1.6666666666666667,0.3333333333333333,6.0,5.666666666666667,2.0,3.0,16.0,2019,1,2019-01-01
29.0,26.0,7.333333333333333,16.333333333333332,2.3333333333333335,1.6666666666666667,0.6666666666666666,6.333333333333333,6.0,2.0,3.0,18.0,2019,2,2019-04-01
21.666666666666668,26.0,7.666666666666667,14.333333333333334,2.6666666666666665,2.0,1.0,7.0,5.0,2.0,3.0,17.666666666666668,2019,3,2019-07-01
20.333333333333332,25.333333333333332,7.666666666666667,16.333333333333332,2.3333333333333335,1.6666666666666667,0.3333333333333333,6.0,4.333333333333333,2.0,3.0,15.333333333333334,2019,4,2019-10-01
19.333333333333332,29.666666666666668,19.0,18.666666666666668,3.0,2.0,0.6666666666666666,6.666666666666667,5.0,2.0,2.6666666666666665,14.666666666666666,2020,1,2020-01-01
9.333333333333334,41.333333333333336,37.333333333333336,24.333333333333332,3.6666666666666665,2.0,0.3333333333333333,7.333333333333333,6.666666666666667,2.0,3.6666666666666665,16.0,2020,2,2020-04-01
10.333333333333334,40.666666666666664,16.333333333333332,18.666666666666668,4.0,2.0,1.0,6.333333333333333,6.333333333333333,2.0,3.3333333333333335,16.666666666666668,2020,3,2020-07-01
9.333333333333334,43.333333333333336,16.666666666666668,17.333333333333332,3.0,1.3333333333333333,1.0,6.0,4.666666666666667,2.0,3.0,14.666666666666666,2020,4,2020-10-01
10.333333333333334,47.0,18.0,19.333333333333332,4.666666666666667,1.3333333333333333,1.0,6.0,6.0,2.0,3.3333333333333335,14.666666666666666,2021,1,2021-01-01
12.0,45.666666666666664,14.0,16.333333333333332,3.6666666666666665,1.0,1.0,6.333333333333333,6.333333333333333,2.0,3.0,16.666666666666668,2021,2,2021-04-01
11.666666666666666,41.333333333333336,15.0,15.0,3.0,1.3333333333333333,1.0,6.666666666666667,4.666666666666667,2.0,3.0,17.333333333333332,2021,3,2021-07-01
11.0,40.333333333333336,16.333333333333332,14.0,3.6666666666666665,1.0,1.0,6.0,4.0,2.0,3.3333333333333335,16.333333333333332,2021,4,2021-10-01
12.333333333333334,47.666666666666664,20.666666666666668,15.666666666666666,5.333333333333333,3.0,1.0,7.0,4.666666666666667,2.0,3.0,15.333333333333334,2022,1,2022-01-01
13.333333333333334,45.666666666666664,17.0,14.0,5.0,2.6666666666666665,1.3333333333333333,7.0,4.0,2.0,3.0,15.666666666666666,2022,2,2022-04-01
13.0,43.666666666666664,17.0,14.666666666666666,5.0,3.0,1.0,7.0,3.6666666666666665,2.3333333333333335,3.0,16.666666666666668,2022,3,2022-07-01
12.0,43.0,17.0,11.666666666666666,4.333333333333333,2.6666666666666665,1.0,7.0,2.6666666666666665,2.0,3.0,14.333333333333334,2022,4,2022-10-01
12.333333333333334,48.0,17.666666666666668,11.333333333333334,5.0,3.0,1.3333333333333333,7.0,3.0,2.0,3.0,13.666666666666666,2023,1,2023-01-01
12.333333333333334,44.333333333333336,17.0,11.0,5.0,3.0,1.0,7.0,3.0,2.0,3.3333333333333335,15.333333333333334,2023,2,2023-04-01
12.0,43.0,17.666666666666668,10.333333333333334,5.0,3.0,1.0,7.333333333333333,2.6666666666666665,2.0,3.0,15.0,2023,3,2023-07-01
10.666666666666666,43.0,15.666666666666666,9.666666666666666,4.0,2.3333333333333335,1.0,7.333333333333333,2.0,2.0,3.0,13.666666666666666,2023,4,2023-10-01
11.333333333333334,46.333333333333336,16.0,8.333333333333334,4.0,2.6666666666666665,1.0,7.0,2.0,2.0,3.0,13.333333333333334,2024,1,2024-01-01
10.666666666666666,44.333333333333336,14.666666666666666,8.666666666666666,4.0,2.6666666666666665,1.0,7.0,2.3333333333333335,2.0,3.0,14.666666666666666,2024,2,2024-04-01
10.666666666666666,41.333333333333336,14.666666666666666,8.333333333333334,4.333333333333333,2.6666666666666665,1.0,7.333333333333333,2.0,2.0,3.3333333333333335,14.333333333333334,2024,3,2024-07-01
10.0,42.333333333333336,13.333333333333334,7.333333333333333,3.6666666666666665,2.0,1.0,7.0,1.6666666666666667,2.0,3.3333333333333335,12.333333333333334,2024,4,2024-10-01
11.333333333333334,45.333333333333336,15.0,7.333333333333333,4.0,3.0,1.0,7.0,2.0,2.0,2.3333333333333335,12.333333333333334,2025,1,2025-01-01
10.666666666666666,46.666666666666664,13.666666666666666,7.0,4.0,2.3333333333333335,1.0,7.333333333333333,2.0,2.0,2.0,14.0,2025,2,2025-04-01
12.333333333333334,50.666666666666664,14.333333333333334,7.333333333333333,4.333333333333333,2.6666666666666665,1.0,8.666666666666666,2.0,2.0,2.6666666666666665,15.0,2025,3,2025-07-01
12.666666666666666,52.666666666666664,14.333333333333334,7.0,3.6666666666666665,2.3333333333333335,1.0,8.666666666666666,2.0,1.6666666666666667,2.6666666666666665,13.666666666666666,2025,4,2025-10-01
